    0.0052226600   0.00465649  0.000335164       7.9780548    0.0282249
     0.015667980   0.00364422  0.000178228       7.9780548    0.0282249
     0.026113299   0.00309524  0.000123317       7.9780548    0.0282249
     0.036558618   0.00272798  0.000101142       7.9780548    0.0282249
     0.047003939   0.00222641  7.66047e-05       7.9780548    0.0282249
     0.057449260   0.00195142  7.06255e-05       7.9780548    0.0282249
     0.067894581   0.00185701  5.85978e-05       7.9780548    0.0282249
     0.078339898   0.00156144  5.20299e-05       7.9780548    0.0282249
     0.088785215   0.00149277  4.74571e-05       7.9780548    0.0282249
     0.099230540   0.00137219  4.23464e-05       7.9780548    0.0282249
      0.10967586   0.00124198  4.00418e-05       7.9780548    0.0282249
      0.12012117   0.00111141  3.66112e-05       7.9780548    0.0282249
      0.13056649  0.000976892  3.14940e-05       7.9780548    0.0282249
      0.14101182  0.000911347  3.01775e-05       7.9780548    0.0282249
      0.15145714  0.000786953  2.67683e-05       7.9780548    0.0282249
      0.16190245  0.000753066  2.54876e-05       7.9780548    0.0282249
      0.17234778  0.000646037  2.27967e-05       7.9780548    0.0282249
      0.18279310  0.000621103  2.23336e-05       7.9780548    0.0282249
      0.19323841  0.000582152  2.17321e-05       7.9780548    0.0282249
      0.20368373  0.000557587  2.05686e-05       7.9780548    0.0282249
      0.21412906  0.000475855  1.93809e-05       7.9780548    0.0282249
      0.22457437  0.000398315  1.67276e-05       7.9780548    0.0282249
      0.23501969  0.000371499  1.60659e-05       7.9780548    0.0282249
      0.24546502  0.000338602  1.46952e-05       7.9780548    0.0282249
      0.25591034  0.000309831  1.38697e-05       7.9780548    0.0282249
      0.26635565  0.000287675  1.35054e-05       7.9780548    0.0282249
      0.27680096  0.000270425  1.40387e-05       7.9780548    0.0282249
      0.28724630  0.000271344  1.33771e-05       7.9780548    0.0282249
      0.29769161  0.000216940  1.20481e-05       7.9780548    0.0282249
      0.30813692  0.000218783  1.14913e-05       7.9780548    0.0282249
      0.31908656  0.000208416  1.02785e-05       7.9780548    0.0282249
      0.33074980  0.000186573  9.42079e-06       7.9780548    0.0282249
      0.34283938  0.000180716  8.97099e-06       7.9780548    0.0282249
      0.35537085  0.000182459  9.21890e-06       7.9780548    0.0282249
      0.36836036  0.000167307  9.28425e-06       7.9780548    0.0282249
      0.38182467  0.000158418  8.71979e-06       7.9780548    0.0282249
      0.39578112  0.000134307  8.06003e-06       7.9780548    0.0282249
      0.41024772  0.000128674  7.73770e-06       7.9780548    0.0282249
      0.42524309  0.000126940  7.50520e-06       7.9780548    0.0282249
      0.44078657  0.000104095  6.35248e-06       7.9780548    0.0282249
      0.45689822  9.75604e-05  5.66865e-06       7.9780548    0.0282249
      0.47359876  9.03621e-05  5.33326e-06       7.9780548    0.0282249
      0.49090975  9.10605e-05  5.07717e-06       7.9780548    0.0282249
      0.50885347  6.94599e-05  4.38725e-06       7.9780548    0.0282249
      0.52745310  7.16200e-05  4.53589e-06       7.9780548    0.0282249
      0.54673260  5.41811e-05  4.06497e-06       7.9780548    0.0282249
      0.56671677  5.65575e-05  4.04699e-06       7.9780548    0.0282249
      0.58743137  4.44120e-05  3.60044e-06       7.9780548    0.0282249
      0.60890318  4.39641e-05  3.49101e-06       7.9780548    0.0282249
      0.63115981  3.45247e-05  3.17871e-06       7.9780548    0.0282249
      0.65422995  3.33132e-05  3.20609e-06       7.9780548    0.0282249
      0.67814337  3.24841e-05  3.03977e-06       7.9780548    0.0282249
      0.70293090  3.08935e-05  2.92462e-06       7.9780548    0.0282249
      0.72862441  2.30942e-05  2.63480e-06       7.9780548    0.0282249
      0.75525711  1.97213e-05  2.65380e-06       7.9780548    0.0282249
      0.78286327  1.82536e-05  2.49578e-06       7.9780548    0.0282249
      0.81147851  1.42931e-05  2.32364e-06       7.9780548    0.0282249
      0.84113963  1.70189e-05  2.48243e-06       7.9780548    0.0282249
      0.87188501  1.11328e-05  2.26109e-06       7.9780548    0.0282249
      0.90375417  1.26932e-05  2.18527e-06       7.9780548    0.0282249
      0.93678815  8.60929e-06  2.07508e-06       7.9780548    0.0282249
      0.97102964  1.05255e-05  2.22074e-06       7.9780548    0.0282249
       1.0065227  4.95304e-06  1.92906e-06       7.9780548    0.0282249
       1.0433131  5.75453e-06  1.85605e-06       7.9780548    0.0282249
       1.0814484  5.65671e-07  1.72824e-06       7.9780548    0.0282249
       1.1209774  2.04533e-06  1.77436e-06       7.9780548    0.0282249
       1.1619514  1.95970e-06  1.67775e-06       7.9780548    0.0282249
       1.2044231  4.95206e-06  1.78517e-06       7.9780548    0.0282249
       1.2484472  3.49734e-06  1.74148e-06       7.9780548    0.0282249
       1.2940804  1.62357e-06  1.63986e-06       7.9780548    0.0282249
       1.3413816  3.80485e-06  1.77193e-06       7.9780548    0.0282249
       1.3904119  1.78465e-06  1.71498e-06       7.9780548    0.0282249
