    0.0060037382    0.0255536   0.00119993       6.9401207    0.0145563
     0.018011214    0.0189832  0.000621481       6.9401207    0.0145563
     0.030018690    0.0141727  0.000402776       6.9401207    0.0145563
     0.042026165   0.00907806  0.000283039       6.9401207    0.0145563
     0.054033643   0.00665905  0.000204678       6.9401207    0.0145563
     0.066041120   0.00537908  0.000185360       6.9401207    0.0145563
     0.078048598   0.00435529  0.000151129       6.9401207    0.0145563
     0.090056071   0.00353661  0.000134612       6.9401207    0.0145563
      0.10206354   0.00315995  0.000117347       6.9401207    0.0145563
      0.11407103   0.00239704  9.81026e-05       6.9401207    0.0145563
      0.12607850   0.00207562  8.45181e-05       6.9401207    0.0145563
      0.13808597   0.00186017  7.64558e-05       6.9401207    0.0145563
      0.15009345   0.00148101  6.19495e-05       6.9401207    0.0145563
      0.16210093   0.00128192  5.74753e-05       6.9401207    0.0145563
      0.17410841   0.00107335  4.93130e-05       6.9401207    0.0145563
      0.18611587   0.00101395  4.83883e-05       6.9401207    0.0145563
      0.19812336  0.000806227  4.02713e-05       6.9401207    0.0145563
      0.21013084  0.000846696  4.10918e-05       6.9401207    0.0145563
      0.22213830  0.000701801  3.70688e-05       6.9401207    0.0145563
      0.23414578  0.000621766  3.29780e-05       6.9401207    0.0145563
      0.24615327  0.000501359  2.96661e-05       6.9401207    0.0145563
      0.25816073  0.000429373  2.60490e-05       6.9401207    0.0145563
      0.27016821  0.000361532  2.46339e-05       6.9401207    0.0145563
      0.28217569  0.000430140  2.68603e-05       6.9401207    0.0145563
      0.29418318  0.000332422  2.32127e-05       6.9401207    0.0145563
      0.30619064  0.000332565  2.19039e-05       6.9401207    0.0145563
      0.31819811  0.000276850  2.04720e-05       6.9401207    0.0145563
      0.33084410  0.000245175  1.76676e-05       6.9401207    0.0145563
      0.34440081  0.000236769  1.69310e-05       6.9401207    0.0145563
      0.35851303  0.000189307  1.43875e-05       6.9401207    0.0145563
      0.37320348  0.000204489  1.45960e-05       6.9401207    0.0145563
      0.38849591  0.000173109  1.37440e-05       6.9401207    0.0145563
      0.40441495  0.000135742  1.16384e-05       6.9401207    0.0145563
      0.42098630  0.000124124  1.10478e-05       6.9401207    0.0145563
      0.43823668  0.000114925  1.00976e-05       6.9401207    0.0145563
      0.45619393  8.32577e-05  8.78310e-06       6.9401207    0.0145563
      0.47488696  9.27904e-05  8.95334e-06       6.9401207    0.0145563
      0.49434597  8.13356e-05  7.85801e-06       6.9401207    0.0145563
      0.51460234  6.36820e-05  6.95748e-06       6.9401207    0.0145563
      0.53568875  6.01793e-05  6.59879e-06       6.9401207    0.0145563
      0.55763916  5.28600e-05  6.11366e-06       6.9401207    0.0145563
      0.58048906  4.90179e-05  5.75708e-06       6.9401207    0.0145563
      0.60427526  4.72564e-05  5.59551e-06       6.9401207    0.0145563
      0.62903608  3.76738e-05  5.19222e-06       6.9401207    0.0145563
      0.65481149  3.23381e-05  4.74678e-06       6.9401207    0.0145563
      0.68164315  4.73298e-05  5.74554e-06       6.9401207    0.0145563
      0.70957419  2.80010e-05  4.24789e-06       6.9401207    0.0145563
      0.73864983  2.30455e-05  4.04842e-06       6.9401207    0.0145563
      0.76891678  1.41424e-05  3.74719e-06       6.9401207    0.0145563
      0.80042397  1.93192e-05  3.79120e-06       6.9401207    0.0145563
      0.83322224  1.11217e-05  3.37663e-06       6.9401207    0.0145563
      0.86736442  1.89851e-05  3.52409e-06       6.9401207    0.0145563
      0.90290569  1.14413e-05  3.15686e-06       6.9401207    0.0145563
      0.93990321  1.22226e-05  3.13102e-06       6.9401207    0.0145563
      0.97841676  1.77880e-05  3.17190e-06       6.9401207    0.0145563
       1.0185085  4.60562e-06  2.78399e-06       6.9401207    0.0145563
       1.0602430  9.74275e-06  2.91212e-06       6.9401207    0.0145563
       1.1036876  7.30211e-06  2.60096e-06       6.9401207    0.0145563
       1.1489124  3.22093e-06  2.40568e-06       6.9401207    0.0145563
       1.1959904  4.74051e-06  2.45188e-06       6.9401207    0.0145563
       1.2449974  4.14373e-06  2.48679e-06       6.9401207    0.0145563
       1.2960125  2.07302e-06  2.37487e-06       6.9401207    0.0145563
       1.3491180  2.17928e-06  2.28491e-06       6.9401207    0.0145563
       1.4043997 -3.07155e-07  2.12117e-06       6.9401207    0.0145563
